"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"US Agencies - Non-CFO Act","Council of the Inspectors General on Integrity and Efficiency",2829,"Inspectors General Council Fund, Council of the Inspectors General on Integrity and Efficiency",8690004.76,12316553.65
"US Agencies - Non-CFO Act","Court Services and Offender Supervision Agency for the District of Columbia",2799,"Salaries and Expenses, Federal Payment to the Court Services and Offender Supervision Agency for the District of Columbia",261833944.37,16916252.34
"US Agencies - Non-CFO Act","Defense Nuclear Facilities Safety Board",2692,"Salaries and Expenses, Defense Nuclear Facilities Safety Board",30817238.23,8029618.35
"US Agencies - Non-CFO Act","Delta Regional Authority",2816,"Salaries and Expenses, Delta Regional Authority",26586593.92,541416.49
"US Agencies - Non-CFO Act","Denali Commission",2802,"Expenses, Denali Commission",32419705.13,984749.3
"US Agencies - Non-CFO Act","Denali Commission",2803,"Gifts and Donations, Denali Commission",0,0
"US Agencies - Non-CFO Act","Denali Commission",2805,"Denali Commission Trust Fund",2521221.53,24112.91
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",2693,"Salaries and Expenses, Federal Payment to the District of Columbia Courts",257019662.23,55298547.07
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",2694,"Payments, Federal Payment for Defender Services in District of Columbia Courts",39325057.89,24340624.2
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",2695,"District of Columbia Crime Victims Compensation Fund, District of Columbia Courts",8607107.38,3628838.27
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",1129,"Federal Payment to the District of Columbia Judicial Survivors and Annuity Fund, Treasury",15581000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",1235,"District of Columbia Judicial Retirement and Survivor's Annuity Fund, Treasury",13274286.47,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1131,"Federal Payment for Resident Tuition Support, Treasury",40000000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1143,"Federal Payment for School Improvement, Treasury",45000000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1138,"Federal Payment to the District of Columbia Water and Sewer Authority, Treasury",14000000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1144,"Federal Payment to the Criminal Justice Coordinating Council, Treasury",2000000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1126,"Federal Payment for the District of Columbia National Guard, Treasury",450000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1146,"Federal Payment for Judicial Commissions, Treasury",585000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1147,"Federal Payment for Testing and Treatment of HIV/AIDS, Treasury",5000000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1137,"Federal Payment for Emergency Planning and Security Costs in the District of Columbia, Treasury",34895000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1130,"Federal Payment to the Federal District of Columbia Pension Fund, Treasury",452201000,0
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1172,"District of Columbia Federal Pension Fund, Treasury",732424767.82,15652732.03
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1162,"Federal Payment for Water and Sewer Services, Treasury",46445091.99,0
"US Agencies - Non-CFO Act","Election Assistance Commission",2820,"Salaries and Expenses, Election Assistance Commission",8312525.62,5843636.95
"US Agencies - Non-CFO Act","Election Assistance Commission",2821,"Election Reform Programs, Election Assistance Commission",0,1369315.96
"US Agencies - Non-CFO Act","Election Assistance Commission",2822,"Election Data Collections Grants, Election Assistance Commission",201230.25,1557794.38
"US Agencies - Non-CFO Act","Equal Employment Opportunity Commission",1440,"Salaries and Expenses, Equal Employment Opportunity Commission",369607518.16,4704258.2
"US Agencies - Non-CFO Act","Equal Employment Opportunity Commission",1441,"EEOC Education, Technical Assistance and Training Revolving Fund, Equal Employment Opportunity Commission",4246227.16,1806984.56
"US Agencies - Non-CFO Act","Export-Import Bank of the United States",2284,"Inspector General of the Export-Import Bank, Export-Import Bank of the United States",5984469.64,568383.57
"US Agencies - Non-CFO Act","Export-Import Bank of the United States",2283,"Export-Import Bank Loans Program Account",211906447.66,516877194.3
"US Agencies - Non-CFO Act","Export-Import Bank of the United States",2285,"Export-Import Bank of the United States, Liquidating Account",0,-694008.98
"US Agencies - Non-CFO Act","Farm Credit System Insurance Corporation",2697,"Farm Credit Insurance Fund, Capital Corporation Investment Fund, Farm Credit Administration",4108606.08,4451080481.9
"US Agencies - Non-CFO Act","Federal Communications Commission",1340,"Salaries and Expenses, Federal Communications Commission",449021907.41,116643993.03
"US Agencies - Non-CFO Act","Federal Communications Commission",1342,"Universal Service Fund, Federal Communications Commission",16150908195.87,-7430198019.34
"US Agencies - Non-CFO Act","Federal Communications Commission",1341,"Spectrum Auction Program Account, Federal Communications Commission",31550.3,2708171.34
"US Agencies - Non-CFO Act","Federal Communications Commission",1343,"TV Broadcaster Relocation Fund, Federal Communications Commission",0,1629250000
"US Agencies - Non-CFO Act","Federal Deposit Insurance Corporation, Deposit Insurance",1492,"Deposit Insurance Fund, Federal Deposit Insurance Corporation",4697266105.21,82755186686.4
"US Agencies - Non-CFO Act","Federal Drug Control Programs",213,"High Intensity Drug Trafficking Areas Program, Funds Appropriated to the President",225931123.33,20085696.31
"US Agencies - Non-CFO Act","Federal Drug Control Programs",228,"Other Federal Drug Control Programs, Executive Office of the President",116553624.9,16384573.58
"US Agencies - Non-CFO Act","Federal Drug Control Programs",229,"Counterdrug Technology Assessment Center, Office of National Drug Control Policy, Executive Office of the President",0,685447.69
"US Agencies - Non-CFO Act","Federal Election Commission",2698,"Salaries and Expenses, Federal Election Commission",74465666.03,9815123.77
