"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1319,"Government Payment for Annuitants, Employee Life Insurance     Benefits, Office of Personnel Management",21066454.73,22933545.27
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1316,"Payment to Civil Service Retirement and Disability Fund, Office of Personnel Management",20326500000,20326500000
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1321,"Flexible Benefits Plan Reserve, Office of Personnel Management",7021472.23,62619715.19
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1323,"Postal Service Contributions for Retiree Health Benefits, Office of Personnel Management",1837608640.62,1913391359.38
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1322,"Revolving Fund, Undistributed SIBAC Chargebacks for Washington, DC, Office of Personnel Management",805244569.93,2181014630.67
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1327,"Civil Service Retirement and Disability Fund, Office of Personnel Management",42795744604.42,43405915377.58
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1328,"Employees' Life Insurance Fund, Office of Personnel Management",1581663233.43,47601930996.93
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1330,"Retired Employees' Health Benefits Fund, Office of Personnel Management",160086.1,2432591.32
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1329,"Employees' Health Benefits Fund, Office of Personnel Management",25808637882.81,40867015826.84
"Small Business Administration","Small Business Administration (no sub-agencies)",2055,"Salaries and Expenses, Small Business Administration",523238974.31,870655759.92
"Small Business Administration","Small Business Administration (no sub-agencies)",2069,"Business Assistance Trust Fund, Small Business Administration",105532.77,366927
"Small Business Administration","Small Business Administration (no sub-agencies)",2056,"Office of Inspector General, Small Business Administration",9972949.89,20437744.79
"Small Business Administration","Small Business Administration (no sub-agencies)",2057,"Office of Inspector General - Recovery Act, Small Business Administration",0,900862.74
"Small Business Administration","Small Business Administration (no sub-agencies)",2058,"Office of Advocacy, Small Business Administration",4319273.37,2818925.11
"Small Business Administration","Small Business Administration (no sub-agencies)",2059,"Entrepreneurial Development Programs, Small Business Administration",43256211.9,140536020.68
"Small Business Administration","Small Business Administration (no sub-agencies)",2066,"Surety Bond Guarantees Revolving Fund, Small Business Administration",7005196.74,96885533.82
"Small Business Administration","Small Business Administration (no sub-agencies)",2067,"Surety Bond Guarantees Revolving Fund - Recovery Act, Small Business Administration",6474.69,17550005.68
"Small Business Administration","Small Business Administration (no sub-agencies)",2061,"Business Loans Program Account, Small Business Administration",195727386.88,73902841.89
"Small Business Administration","Small Business Administration (no sub-agencies)",2062,"Business Loans Program Account - Recovery Act, Small Business Administration",5455574,0
"Small Business Administration","Small Business Administration (no sub-agencies)",2065,"Business Loan and Investment Fund, Liquidating Account, Small Business Administration",256004.36,5243995.64
"Small Business Administration","Small Business Administration (no sub-agencies)",2060,"Disaster Loans Program Account, Small Business Administration",1196288249.55,1292721343.76
"Small Business Administration","Small Business Administration (no sub-agencies)",2064,"Disaster Loan Fund, Liquidating Account, Small Business Administration",61202.48,3138797.52
"Social Security Administration","Social Security Administration (no sub-agencies)",1351,"Payments to Social Security Trust Funds, Social Security Administration",19404348378.35,79284802.98
"Social Security Administration","Social Security Administration (no sub-agencies)",1356,"Payments for Credits Against Social Security Contributions, Social Security Administration",9742.67,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1353,"Administrative Costs, The Medicare Improvements for Patients and Providers Act, Social Security Administration",0,14895521.53
"Social Security Administration","Social Security Administration (no sub-agencies)",1354,"Administrative Expenses, Children's Health Insurance Program, Social Security Administration",9229.02,2005771.06
"Social Security Administration","Social Security Administration (no sub-agencies)",1352,"Supplemental Security Income Program, Social Security Administration",31507619211.31,29013304518.87
"Social Security Administration","Social Security Administration (no sub-agencies)",1349,"Special Benefits for Certain World War II Veterans, Social Security Administration",1149118.75,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1348,"Office of the Inspector General, Social Security Administration",50491259.57,59084867.47
"Social Security Administration","Social Security Administration (no sub-agencies)",1355,"Limitation on Administrative Expenses - Recovery Act, Social Security Administration",0,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1357,"State Supplemental Fees, Social Security Administration",62083399.95,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1361,"Federal Old-Age and Survivors Insurance Trust Fund - Treasury Managed, Social Security Administration",416663485492.5,5388111.55
"Social Security Administration","Social Security Administration (no sub-agencies)",1362,"Federal Disability Insurance Trust Fund - Treasury Managed, Social Security Administration",72700640756.54,10030682231.42
"Social Security Administration","Social Security Administration (no sub-agencies)",1363,"Salaries and Expenses, Social Security Administration",6153792220.19,7727912926.01
"US Agencies - Non-CFO Act","Access Board",2669,"Salaries and Expenses, Access Board",4336353.7,1331162.9
"US Agencies - Non-CFO Act","Administrative Conference of the United States",2658,"Salaries and Expenses, Administrative Conference of the United States",1474231.03,1937367.47
"US Agencies - Non-CFO Act","Appalachian Regional Commission",2663,"Appalachian Regional Development Programs, Appalachian Regional Commission",31919042.3,209272938.55
"US Agencies - Non-CFO Act","Barry Goldwater Scholarship and Excellence in Education Foundation",2670,"Trust Fund, the Barry Goldwater Scholarship and Excellence in Education Fund",395519.09,30536733.09
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2807,"International Broadcasting Operations, Broadcasting Board of Governors",322696751.6,150921459.66
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2808,"Broadcasting to Cuba, Broadcasting Board of Governors",0,28143.75
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2815,"Miscellaneous Trust Fund, Broadcasting Board of Governors",0,293174.07
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2806,"Broadcasting Capital Improvements, Broadcasting Board of Governors",1629142.99,10482248.07
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2809,"Buying Power Maintenance, Broadcasting Board of Governors",0,6642103
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2814,"Foreign Service National Separation Liability Trust Fund, Broadcasting Board of Governors",97264.29,6277187.8
