"source","target","value","type"
"Family Smoking Prevention and Tobacco Control Act Regulatory Research","National Institutes of Health",61305029,"research"
"Farm Business Management and Benchmarking Competitive Grants Program","National Institute of Food and Agriculture",1800542.86,"research"
"FNS Food Safety Grants","Food and Nutrition Service",646366,"research"
"Food and Drug Administration Research","Food and Drug Administration",65793891,"research"
"Geosciences","National Science Foundation",753364898,"research"
"Grants for Agricultural Research, Special Research Grants","National Institute of Food and Agriculture",26655432.01,"research"
"Habitat Conservation","National Oceanic and Atmospheric Administration",31733,"research"
"Higher Education Graduate Fellowships Grant Program","National Institute of Food and Agriculture",135419.2,"research"
"Homeland Security Research, Development, Testing, Evaluation, and Demonstration of Technologies Related to Nuclear Threat Detection","Department of Homeland Security",3006764,"research"
"Human Genome Research","National Institutes of Health",284772702,"research"
"Immunization Research, Demonstration, Public Information and Education Training and Clinical Skills Improvement Projects","Centers for Disease Control and Prevention",9517701,"research"
"Injury Prevention and Control Research and State and Community Based Programs","Centers for Disease Control and Prevention",34424664,"research"
"Integrated Programs","National Institute of Food and Agriculture",9438234.41,"research"
"International Research and Research Training","National Institutes of Health",53500387,"research"
"International Research and Studies","Department of Education",452078,"research"
"Language Resource Centers","Department of Education",2746768,"research"
"Lung Diseases Research","National Institutes of Health",546583217,"research"
"Marine Debris Program","National Oceanic and Atmospheric Administration",693644,"research"
"Marine Fisheries Initiative","National Oceanic and Atmospheric Administration",1146909.77,"research"
"Mathematical and Physical Sciences","National Science Foundation",1267276373,"research"
"Mathematical Sciences Grants","Department of the Air Force",2978465,"research"
"Measurement and Engineering Research and Standards","National Institute of Standards and Technology",63138488.77,"research"
"Mental Health Research Grants","National Institutes of Health",1180127861,"research"
"Microbiology and Infectious Diseases Research","National Institutes of Health",3153250,"research"
"Minority Health and Health Disparities Research ","National Institutes of Health",232443369,"research"
"National Center on Sleep Disorders Research","National Institutes of Health",47339872,"research"
"National Institute of Justice Research, Evaluation, and Development Project Grants","Office of Justice Programs",70487368.2,"research"
"National Institute of Justice W.E.B. DuBois Fellowship Program","Office of Justice Programs",921549.22,"research"
"National Nuclear Security Administration (NNSA) Minority Serving Institutions (MSI) Program","Department of Energy",12778845.06,"research"
"National Service and Civic Engagement Research Competition","Corporation for National and Community Service",3017767,"research"
"NIH Office of Research on Women's Health","National Institutes of Health",196300,"research"
"Norman E. Borlaug International Agricultural Science and Technology Fellowship","Foreign Agricultural Service",186336.5,"research"
"Nursing Research","National Institutes of Health",115924766,"research"
"Ocean Exploration","National Oceanic and Atmospheric Administration",3921934,"research"
"Office of Science Financial Assistance Program","Department of Energy",926999526.77,"research"
"Organic Agriculture Research and Extension Initiative","National Institute of Food and Agriculture",10955753.24,"research"
"Overseas Programs - Doctoral Dissertation Research Abroad","Department of Education",3693603.88,"research"
"Overseas Programs - Group Projects Abroad","Department of Education",1318038.11,"research"
"Pipeline Safety Research Competitive Academic Agreement Program (CAAP) ","Pipeline and Hazardous Materials Safety Administration",3864438.16,"research"
"Policy Research and Evaluation Grants","Substance Abuse and Mental Health Services Administration",1900000,"research"
"Predictive Science Academic Alliance Program","Department of Energy",16965366.97,"research"
"Program for Study of Eastern Europe and the Independent States of the Former Soviet Union","Department of State",981817,"research"
"Public Transportation Innovation","Federal Transit Administration",1100000,"research"
"Public Transportation Research, Technical Assistance, and Training ","Federal Transit Administration",5850835.09,"research"
"Research and Data Analysis","Office of the National Drug Control Policy",3500000,"research"
"Research and Evaluations, Demonstrations, and Data Analysis and Utilization","Assistant Secretary for Policy Development and Research",555634,"research"
"Research and Technology Development","Defense Advanced Research Projects Agency",106846518,"research"
"Research and Technology Development","Department of the Air Force",67904767,"research"
"Research and Technology Development","Department of the Navy",45920615,"research"
"Research and Technology Development","Departmental Offices",35013589.84,"research"
"Research and Technology Development","Department of the Army",34595872,"research"
"Research in Special Education","Department of Education",51424293.06,"research"
"Research on Healthcare Costs, Quality and Outcomes","Agency for Healthcare Research and Quality",147096939,"research"
"Research on Research Integrity","Office of Assistant Secretary for Health",950513,"research"
"Research Related to Deafness and Communication Disorders","National Institutes of Health",325821241,"research"
"Resident Instruction Grants for Insular Area Activities","National Institute of Food and Agriculture",646028.2,"research"
"Science","National Aeronautics and Space Administration",517074204.27,"research"
"Science, Technology, Business and/or Education Outreach","National Institute of Standards and Technology",16774755.48,"research"
"Social Security Research and Demonstration","Social Security Administration",6682747,"research"
"Social Services Research and Demonstration","Administration for Children and Families",49577,"research"
"Space Operations","National Aeronautics and Space Administration",12311794.05,"research"
"Specialty Crop Research Initiative","National Institute of Food and Agriculture",60989903.49,"research"
"Stewardship Science Grant Program","Department of Energy",110453667.13,"research"
"Sun Grant Program","National Institute of Food and Agriculture",2670510.46,"research"
"Sustainable Agriculture Research and Education","National Institute of Food and Agriculture",32769915.89,"research"
"Technical Agricultural Assistance","Foreign Agricultural Service",5005607.89,"research"
"Technical Assistance and Workforce Development","Federal Transit Administration",2000000,"research"
"Translation and Implementation Science Research for Heart, Lung, Blood Diseases, and Sleep Disorders","National Institutes of Health",13349445,"research"
"TRIO McNair Post-Baccalaureate Achievement","Department of Education",48104635,"research"
"U.S. Nuclear Regulatory Commission Minority Serving Institutions Program (MSIP)","Nuclear Regulatory Commission",696000,"research"
"U.S. Nuclear Regulatory Commission Office of Research Financial Assistance Program","Nuclear Regulatory Commission",240282.92,"research"
"Unallied Industry Projects","National Oceanic and Atmospheric Administration",439976.53,"research"
"Uniformed Services University Medical Research Projects","Uniformed Services University of the Health Sciences",4351861,"research"
"University Centers for Excellence in Developmental Disabilities Education, Research, and Service","Administration on Aging",37157516,"research"
"Vision Research","National Institutes of Health",514231434,"research"
"Volcano Hazards Program Research and Monitoring","U.S. Geological Survey",2949027,"research"
"Weather and Air Quality Research","National Oceanic and Atmospheric Administration",25926363.82,"research"
