"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of the Treasury","Alcohol and Tobacco Tax and Trade Bureau","Salaries and Expenses, Alcohol and Tobacco Tax and Trade Bureau, Treasury","020-1008","4","2017","2017-09-30",114183873.08,6117259.11
"Department of the Treasury","Bureau of Engraving and Printing","Bureau of Engraving and Printing Fund, Treasury","020-4502","4","2017","2017-09-30",712074466.36,73858044.08
"Department of the Treasury","Comptroller of the Currency","Assessment Funds, Office of the Comptroller of the Currency, Treasury","020-8413","4","2017","2017-09-30",1110256514.67,1510401010.55
"Department of the Treasury","Corporation for Public Broadcasting","Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury","020-0151","4","2017","2017-09-30",495000000,0
"Department of the Treasury","Departmental Offices","Assistance to Federal National Mortgage Association and Federal Home Loan Mortgage Corporation, Departmental Offices, Treasury","020-0125","4","2017","2017-09-30",0,258050000000
"Department of the Treasury","Departmental Offices","Capital Magnet Fund, Community Development Financial Institutions, Departmental Offices, Treasury","020-8524","4","2017","2017-09-30",1276502.51,118767154.11
"Department of the Treasury","Departmental Offices","Community Development Financial Institutions Fund, Program Account, Treasury","020-1881","4","2017","2017-09-30",252375787.29,34669665.93
"Department of the Treasury","Departmental Offices","Cybersecurity Enhancement Account, Departmental Offices, Treasury","020-1855","4","2017","2017-09-30",8442255.58,39300744.42
"Department of the Treasury","Departmental Offices","Department-Wide Systems and Capital Investments Programs, Departmental Offices, Treasury","020-0115","4","2017","2017-09-30",8266905.73,2447250.62
"Department of the Treasury","Departmental Offices","Exchange Stabilization Fund, Office of the Secretary, Treasury","020-4444","4","2017","2017-09-30",659363602.28,39500950507.4
"Department of the Treasury","Departmental Offices","Financial Research Fund, Departmental Offices, Treasury","020-5590","4","2017","2017-09-30",103699481.16,74015959.14
"Department of the Treasury","Departmental Offices","Gifts and Bequests, Treasury","020-8790","4","2017","2017-09-30",43151.45,1476827.09
"Department of the Treasury","Departmental Offices","Grants for Specified Energy Property in Lieu of Tax Credits - Recovery Act, Departmental Offices, Treasury","020-0140","4","2017","2017-09-30",1003065727.24,0
"Department of the Treasury","Departmental Offices","GSE Mortgage-Backed Securities Purchase Program Account, Departmental Offices, Treasury","020-0126","4","2017","2017-09-30",997747.24,57959034.65
"Department of the Treasury","Departmental Offices","Office of Financial Stability, Departmental Offices, Treasury","020-0128","4","2017","2017-09-30",106000907.32,139177916.18
"Department of the Treasury","Departmental Offices","Presidential Election Campaign Fund, Treasury","020-5081","4","2017","2017-09-30",134900,343181549.79
"Department of the Treasury","Departmental Offices","Salaries and Expenses - Recovery Act, Treasury Inspector General for Tax Administration, Departmental Offices, Treasury","020-0135","4","2017","2017-09-30",0,45906.97
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Departmental Offices, Treasury","020-0101","4","2017","2017-09-30",333735925.79,37946020.59
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Office of Inspector General, Treasury","020-0106","4","2017","2017-09-30",40579241.7,13189899.12
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Office of Terrorism and Financial Intelligence, Departmental Offices, Treasury","020-1804","4","2017","2017-09-30",104046612.7,7167791.02
"Department of the Treasury","Departmental Offices","Salaries and Expenses, Treasury Inspector General for Tax Administration, Departmental Offices, Treasury","020-0119","4","2017","2017-09-30",170042188.6,7982877.98
"Department of the Treasury","Departmental Offices","Small Business Lending Fund, Departmental Offices, Treasury","020-0141","4","2017","2017-09-30",4558693.92,0
"Department of the Treasury","Departmental Offices","Social Impact Demonstration Projects, Departmental Offices, Treasury","020-0146","4","2017","2017-09-30",0,49691821.16
"Department of the Treasury","Departmental Offices","Special Inspector General for the Troubled Asset Relief Program, Salaries and Expenses, Departmental Offices, Treasury","020-0133","4","2017","2017-09-30",39755592.68,24112334.19
"Department of the Treasury","Departmental Offices","State Small Business Credit Initiative, Departmental Offices, Treasury","020-0142","4","2017","2017-09-30",11099840.74,7111434.23
"Department of the Treasury","Departmental Offices","Terrorism Insurance Program, Departmental Offices, Treasury","020-0123","4","2017","2017-09-30",2313109.72,0
"Department of the Treasury","Departmental Offices","Treasury Forfeiture Fund, Treasury","020-5697","4","2017","2017-09-30",526228067.76,668528997.82
"Department of the Treasury","Departmental Offices","Treasury Franchise Fund, Treasury","020-4560","4","2017","2017-09-30",588694617.44,182960991.91
"Department of the Treasury","Departmental Offices","Troubled Asset Relief Program, Housing Programs, Departmental Offices, Treasury","020-0136","4","2017","2017-09-30",15251498,41926405.55
"Department of the Treasury","District of Columbia, District of Columbia Courts","District of Columbia Judicial Retirement and Survivor's Annuity Fund, Treasury","020-8212","4","2017","2017-09-30",13274286.47,0
"Department of the Treasury","District of Columbia, District of Columbia Courts","Federal Payment to the District of Columbia Judicial Survivors and Annuity Fund, Treasury","020-1713","4","2017","2017-09-30",15581000,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","District of Columbia Federal Pension Fund, Treasury","020-5511","4","2017","2017-09-30",732424767.82,15652732.03
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Emergency Planning and Security Costs in the District of Columbia, Treasury","020-1771","4","2017","2017-09-30",34895000,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Judicial Commissions, Treasury","020-1822","4","2017","2017-09-30",585000,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Resident Tuition Support, Treasury","020-1736","4","2017","2017-09-30",40000000,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for School Improvement, Treasury","020-1817","4","2017","2017-09-30",45000000,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Testing and Treatment of HIV/AIDS, Treasury","020-1824","4","2017","2017-09-30",5000000,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for the District of Columbia National Guard, Treasury","020-1701","4","2017","2017-09-30",450000,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment for Water and Sewer Services, Treasury","020-4446","4","2017","2017-09-30",46445091.99,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the Criminal Justice Coordinating Council, Treasury","020-1818","4","2017","2017-09-30",2000000,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the District of Columbia Water and Sewer Authority, Treasury","020-1796","4","2017","2017-09-30",14000000,0
"Department of the Treasury","District of Columbia, District of Columbia General and Special Payments","Federal Payment to the Federal District of Columbia Pension Fund, Treasury","020-1714","4","2017","2017-09-30",452201000,0
"Department of the Treasury","Federal Financing Bank","Federal Financing Bank Revolving Fund, Treasury","020-4521","4","2017","2017-09-30",1694956099.61,130226071.37
"Department of the Treasury","Financial Crimes Enforcement Network","Salaries and Expenses, Financial Crimes Enforcement Network","020-0173","4","2017","2017-09-30",119204138.9,48667733.42
"Department of the Treasury","Fiscal Service","Administering the Public Debt, Bureau of the Fiscal Service, Treasury","020-0560","4","2017","2017-09-30",18467.96,3327054.05
"Department of the Treasury","Fiscal Service","Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund, Bureau of the Fiscal Service, Treasury","020-8209","4","2017","2017-09-30",1229319.29,790759.12
"Department of the Treasury","Fiscal Service","Claims for Contract Disputes (Indefinite), Bureau of the Fiscal Service, Treasury","020-1743","4","2017","2017-09-30",562751744.45,0
"Department of the Treasury","Fiscal Service","Claims for Damages (Indefinite), Bureau of the Fiscal Service, Treasury","020-1742","4","2017","2017-09-30",1737585.47,0
"Department of the Treasury","Fiscal Service","Credit Reform:  Interest Paid on Uninvested Funds (Indefinite),  Bureau of the Fiscal Service, Treasury","020-1880","4","2017","2017-09-30",8351966742.82,0
"Department of the Treasury","Fiscal Service","Debt Collection Fund, Bureau of the Fiscal Service, Treasury","020-5445","4","2017","2017-09-30",178569984.12,71566737.17
"Department of the Treasury","Fiscal Service","Esther Cattell Schmitt Gift Fund, Bureau of the Fiscal Service, Treasury","020-8902","4","2017","2017-09-30",12000,415531.33
"Department of the Treasury","Fiscal Service","Federal Interest Liabilities to the States, Bureau of the Fiscal Service, Treasury","020-1877","4","2017","2017-09-30",481513,0
"Department of the Treasury","Fiscal Service","Federal Reserve Bank Reimbursement Fund,  Bureau of the Fiscal Service, Treasury","020-1884","4","2017","2017-09-30",577147314.45,0
"Department of the Treasury","Fiscal Service","Financial Agent Services, Bureau of the Fiscal Service, Treasury","020-1802","4","2017","2017-09-30",802407092.52,0
"Department of the Treasury","Fiscal Service","Gulf Coast Restoration Trust Fund, Bureau of the Fiscal Service, Treasury","020-8625","4","2017","2017-09-30",296080690.61,884049942.77
"Department of the Treasury","Fiscal Service","HOPE Reserve Fund, Bureau of the Fiscal Service, Treasury","020-5581","4","2017","2017-09-30",0,78152839.1
