"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Defense","Department of the Navy","Reserve Personnel, Navy","017-1405","3","2019","2019-06-30",1062772454.45,1113088776.81
"Department of Defense","Department of the Navy","Shipbuilding and Conversion, Navy","017-1611","3","2019","2019-06-30",17108423307.65,24544773367.74
"Department of Defense","Department of the Navy","Ships' Stores Profits, Navy","017-8723","3","2019","2019-06-30",6063901.53,1346552.04
"Department of Defense","Department of the Navy","United States Naval Academy General Gift Fund","017-8733","3","2019","2019-06-30",8755864.74,27712290.88
"Department of Defense","Department of the Navy","Weapons Procurement, Navy","017-1507","3","2019","2019-06-30",2253796000.71,2886519556.57
"Department of Defense","Department of the Navy","Wildlife Conservation, Etc., Military Reservations, Navy","017-5095","3","2019","2019-06-30",10710.09,1670331.67
"Department of Defense","Department-Wide Programs","Family Housing Construction, Defense-Wide","097-0760","3","2019","2019-06-30",0,20115.64
"Department of Defense","Department-Wide Programs","Family Housing Operation and Maintenance, Defense-Wide","097-0765","3","2019","2019-06-30",30401346.33,43346505.66
"Department of Defense","Department-Wide Programs","Operation and Maintenance, Defense-Wide, Defense","097-0100","3","2019","2019-06-30",22668885971.99,30234800190.19
"Department of Defense","Department-Wide Programs","Procurement, Defense-Wide","097-0300","3","2019","2019-06-30",3665568608.78,7947282959.29
"Department of Defense","Department-Wide Programs","Research, Development, Test, and Evaluation, Defense-Wide","097-0400","3","2019","2019-06-30",14575306816.23,18399820647.68
"Department of Defense","Finance and Accounting Services","Consolidated Reporting for DOD Closed Accounts, Defense","097-3999","3","2019","2019-06-30",17113030.19,-17113030.19
"Department of Defense","Finance and Accounting Services","Defense Working Capital Fund, Navy","097-4930","3","2019","2019-06-30",75512014214.85,68433965575.32
"Department of Defense","Finance and Accounting Services","Department of Defense General Gift Fund, Defense","097-8163","3","2019","2019-06-30",289499.04,6889939.3
"Department of Defense","Finance and Accounting Services","Foreign National Employees Separation Pay Account, Defense","097-8165","3","2019","2019-06-30",571776.91,92363964.83
"Department of Defense","Finance and Accounting Services","Voluntary Separation Incentive Fund, Defense","097-8335","3","2019","2019-06-30",19459814.09,35541561.75
"Department of Defense","Legal Services Agency","United States Court of Appeals for the Armed Forces, Defense","097-0104","3","2019","2019-06-30",7688401.97,9303194.43
"Department of Defense","Military Construction","Chemical Agents and Munitions Destruction, Defense","097-0390","3","2019","2019-06-30",538614867.09,622448123.51
"Department of Defense","Military Construction","Chemical Demilitarization Construction, Defense-Wide","097-0391","3","2019","2019-06-30",1017818.45,27518564.83
"Department of Defense","Military Construction","Defense Production Act Purchases, Defense","097-0360","3","2019","2019-06-30",57803640.8,268379886.5
"Department of Defense","Military Construction","Department of Defense Base Closure Account 1990, Defense","097-0510","3","2019","2019-06-30",0,65773653.9
"Department of Defense","Military Construction","Department of Defense Base Closure Account 2005, Defense","097-0512","3","2019","2019-06-30",0,5220818.46
"Department of Defense","Military Construction","Department of Defense Base Closure Account, Defense","097-0516","3","2019","2019-06-30",0,7771167.72
"Department of Defense","Military Construction","Department of Defense Family Housing Improvement Fund, Defense","097-0834","3","2019","2019-06-30",1386160.79,58109454.27
"Department of Defense","Military Construction","Department of Defense Military Unaccompanied Housing Improvement Fund, Defense","097-0836","3","2019","2019-06-30",623000,609220
"Department of Defense","Military Construction","Department of Defense Overseas Military Facility Investment Recovery Account, Defense","097-5193","3","2019","2019-06-30",1254126.06,424784.11
"Department of Defense","Military Construction","Disposal of Department of Defense Real Property, Defense","097-5188","3","2019","2019-06-30",11617.55,73938554.26
"Department of Defense","Military Construction","Foreign Currency Fluctuations, Construction, Defense","097-0803","3","2019","2019-06-30",0,31492018
"Department of Defense","Military Construction","Foreign Currency Fluctuations, Defense","097-0801","3","2019","2019-06-30",0,970000000
"Department of Defense","Military Construction","Homeowners Assistance Fund - Recovery Act, Defense","097-4091","3","2019","2019-06-30",0,807070.77
"Department of Defense","Military Construction","Homeowners Assistance Fund, Defense","097-4090","3","2019","2019-06-30",464152.06,50030919.49
"Department of Defense","Military Construction","Host Nation Support for U.S. Relocation Activities, Defense","097-8337","3","2019","2019-06-30",42520270.29,241615728.82
"Department of Defense","Military Construction","Military Construction, Air Force","057-3300","3","2019","2019-06-30",0,1450000
"Department of Defense","Military Construction","Military Construction, Army","021-2050","3","2019","2019-06-30",0,0
"Department of Defense","Military Construction","Military Construction, Army Reserve","021-2086","3","2019","2019-06-30",296474.08,1029225.92
"Department of Defense","Military Construction","Military Construction, Defense-Wide","097-0500","3","2019","2019-06-30",0,222030.29
"Department of Defense","Military Construction","Military Construction, Navy and Marine Corps","017-1205","3","2019","2019-06-30",0,1375478.09
"Department of Defense","Military Construction","Support for U.S. Relocation to Guam Activities, Defense","097-8358","3","2019","2019-06-30",173471544.71,1800099112.53
"Department of Defense","Military Construction","Use of Proceeds from the Transfer or Disposition of Commissary Facilities, Defense","097-5195","3","2019","2019-06-30",0,4044655.19
"Department of Defense","Military Retirement","Concurrent Receipt Accrual Payments to the Military Retirement Fund, Defense","097-0041","3","2019","2019-06-30",7909319000,0
"Department of Defense","Military Retirement","Department of Defense Military Retirement Fund","097-8097","3","2019","2019-06-30",30286485304.03,111074728579.97
"Department of Defense","Military Retirement","Department of Defense, Medicare-Eligible Retiree Health Care Fund","097-5472","3","2019","2019-06-30",5932093805.28,17060803402.72
"Department of Defense","Military Retirement","Payment to Department of Defense Medicare-Eligible Retiree Health Care Fund","097-0850","3","2019","2019-06-30",5720000000,0
"Department of Defense","Military Retirement","Payments to Military Retirement Fund, Defense","097-0040","3","2019","2019-06-30",87996000000,0
"Department of Defense","National Guard Bureau","National Guard and Reserve Equipment, Defense","097-0350","3","2019","2019-06-30",591104601.87,2537901902.94
"Department of Defense","Office of the Inspector General","Office of the Inspector General, Defense","097-0107","3","2019","2019-06-30",190601552.33,233448493.44
"Department of Defense","Operation and Maintenance","Building Maintenance Fund, Defense","097-4931","3","2019","2019-06-30",156866738.44,162820548.26
"Department of Defense","Operation and Maintenance","Military Personnel, Air Force","057-3500","3","2019","2019-06-30",15104195277.44,17184020171.93
"Department of Defense","Operation and Maintenance","Operation and Maintenance, Air Force","057-3400","3","2019","2019-06-30",17629320.35,2279652.94
"Department of Defense","Operation and Maintenance","Operation and Maintenance, Army","021-2020","3","2019","2019-06-30",0,0
"Department of Defense","Operation and Maintenance","Operation and Maintenance, Army National Guard","021-2065","3","2019","2019-06-30",0,0
"Department of Defense","Operation and Maintenance","Operation and Maintenance, Marine Corps","017-1106","3","2019","2019-06-30",0,0
"Department of Defense","Operation and Maintenance","Operational Test and Evaluation, Defense","097-0460","3","2019","2019-06-30",167835980.84,240236710.8
"Department of Defense","Other","Drug Interdiction and Counter-Drug Activities, Defense","097-0105","3","2019","2019-06-30",0,399012400
"Department of Defense","Other","Pentagon Reservation Maintenance Revolving Fund","097-4950","3","2019","2019-06-30",108877008.72,782992332.28
"Department of Defense","Other-Cooperations","Counterterrorism Partnerships Fund, Defense","097-0145","3","2019","2019-06-30",0,9882227
"Department of Defense","Other-Cooperations","Defense Cooperation Account, Defense","097-5187","3","2019","2019-06-30",0,0
"Department of Defense","Other-Cooperations","Mutually Beneficial Activities, Defense","097-5613","3","2019","2019-06-30",1209264.08,59693720.88
"Department of Defense","Other-Emergencies","Defense Emergency Response Fund, Defense","097-0833","3","2019","2019-06-30",0,219025517.78
"Department of Defense","Other-Emergencies","Emergency Response Fund, Defense","097-4965","3","2019","2019-06-30",0,11462230.88
"Department of Defense","Other-Emergencies","Overseas Contingency Operations Transfer Fund, Defense","097-0118","3","2019","2019-06-30",0,9972184
"Department of Defense","Other-Emergencies","Overseas Humanitarian, Disaster, and Civic AID, Defense","097-0819","3","2019","2019-06-30",239785965.87,691211438.95
"Department of Defense","Other-Environment","Contributions for Renewable Energy Impact Assessments and Mitigation, Defense","097-5753","3","2019","2019-06-30",0,4681820
"Department of Defense","Other-Environment","Environmental Restoration, Defense","097-0810","3","2019","2019-06-30",0,23597420
"Department of Defense","Other-Environment","Environmental Restoration, Formerly Used Defense Sites, Defense","097-0811","3","2019","2019-06-30",0,0.62
"Department of Defense","Other-Unknown","Burden Sharing Contribution, Defense","097-5441","3","2019","2019-06-30",187778530.87,615189294.78
"Department of Defense","Other-Unknown","Department of Defense Acquisition Workforce Development Fund","097-0111","3","2019","2019-06-30",178489897.6,386745104.58
