"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Veterans Affairs","Veterans Health Administration","General Post Fund, National Homes, Veterans Affairs","036-8180","4","2018","2018-09-30",19548670.02,112024042.61
"Department of Veterans Affairs","Veterans Health Administration","Joint Department of Defense - Department of Veterans Affairs Medical Facility Demonstration Fund, Veterans Affairs","036-0169","4","2018","2018-09-30",454789643.77,57342384.6
"Department of Veterans Affairs","Veterans Health Administration","Medical and Prosthetic Research, Veterans Health Administration, Veterans Affairs","036-0161","4","2018","2018-09-30",734414930.28,170290868.17
"Department of Veterans Affairs","Veterans Health Administration","Medical Care Collections Fund, Veterans Affairs","036-5287","4","2018","2018-09-30",0,0
"Department of Veterans Affairs","Veterans Health Administration","Medical Community Care, Veterans Health Administration, Veterans Affairs","036-0140","4","2018","2018-09-30",11147859489.38,372656875.42
"Department of Veterans Affairs","Veterans Health Administration","Veterans Choice Fund, Veterans Health Administration, Veterans Affairs","036-0172","4","2018","2018-09-30",4682637336.26,4644460451.21
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Abatement, Control and Compliance Loan Program, Environmental Protection Agency","068-0118","4","2018","2018-09-30",0,0.07
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Buildings and Facilities, Environmental Protection Agency","068-0110","4","2018","2018-09-30",41415332.3,11462443.26
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Damage Assessment and Restoration Revolving Fund, Environmental Protection Agency","068-4365","4","2018","2018-09-30",1663478.56,1961601.93
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Energy Research and Development, Environmental Protection Agency","068-0109","4","2018","2018-09-30",0,5284.29
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Environmental Programs and Management, Environmental Protection Agency","068-0108","4","2018","2018-09-30",2823611805.92,404819736.1
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Exxon Valdez Settlement Fund, Environmental Protection Agency","068-5297","4","2018","2018-09-30",0,1.23
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Hazardous Substance Superfund, Environmental Protection Agency","068-8145","4","2018","2018-09-30",1506018836.69,3308594534.43
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency","068-4330","4","2018","2018-09-30",5394033.29,837587.28
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Inland Oil Spill Programs, Environmental Protection Agency","068-8221","4","2018","2018-09-30",30207439.6,50198066.56
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Leaking Underground Storage Tank Trust Fund - Treasury Managed, Environmental Protection Agency","068-8153","4","2018","2018-09-30",188132895.7,10105985.5
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Office of Inspector General - Recovery Act, Environmental Protection Agency","068-0113","4","2018","2018-09-30",0,1526836.59
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Office of Inspector General, Environmental Protection Agency","068-0112","4","2018","2018-09-30",49807466.16,7193693.23
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Payment to the Hazardous Substances Superfund, Environmental Protection Agency","068-0250","4","2018","2018-09-30",1094046126,0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Pesticide Registration Fund, Environmental Protection Agency","068-5374","4","2018","2018-09-30",21506155.61,8123201.26
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Reregistration and Expedited Processing Revolving Fund, Environmental Protection Agency","068-4310","4","2018","2018-09-30",22372214.64,44029797.84
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Revolving Fund for Certification and Other Services, Environmental Protection Agency","068-4311","4","2018","2018-09-30",0,0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Science and Technology, Environmental Protection Agency","068-0107","4","2018","2018-09-30",716633093.06,122442935.91
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","State and Tribal Assistance Grants, Environmental Protection Agency","068-0103","4","2018","2018-09-30",4072795903.12,367313558.79
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Water Infrastructure Finance And Innovation Program Account, Environmental Protection Agency","068-0254","4","2018","2018-09-30",12254576.12,78837318.64
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Working Capital Fund, Environmental Protection Agency","068-4565","4","2018","2018-09-30",241554992.75,75551911.63
"Environmental Protection Agency","Other","State and Tribal Assistance Grants - Recovery Act, Environmental Protection Agency","068-0103","4","2018","2018-09-30",NA,NA
"General Services Administration","General Activities","Acquisition Workforce Training Fund, General Services Administration","047-5381","4","2018","2018-09-30",9064810.85,15228400.97
"General Services Administration","General Activities","Allowances and Office Staff for Former Presidents, General Services Administration","047-0105","4","2018","2018-09-30",4426265.97,1573114.87
"General Services Administration","General Activities","Asset Proceeds and Space Management Fund, General Services Administration","047-0614","4","2018","2018-09-30",0,5000000
"General Services Administration","General Activities","Civilian Board of Contract Appeals, General Services Administration","047-0610","4","2018","2018-09-30",8602091.55,273494.4
"General Services Administration","General Activities","Environmental Review Improvement Fund, General Services Administration","047-5640","4","2018","2018-09-30",374333.71,625666.29
"General Services Administration","General Activities","Expenses, Electronic Government (E-Gov) Fund, General Services Administration","047-0600","4","2018","2018-09-30",0,0
"General Services Administration","General Activities","Expenses, Government-Wide Policy, General Services Administration","047-0401","4","2018","2018-09-30",81047875.95,33138935.97
"General Services Administration","General Activities","Expenses, Presidential Transition, General Services Administration","047-0107","4","2018","2018-09-30",17,12971.19
"General Services Administration","General Activities","Federal Citizen Services Fund, General Services Administration","047-4549","4","2018","2018-09-30",56747579.97,20382787.94
"General Services Administration","General Activities","Office of Inspector General - Recovery Act, General Services Administration","047-0112","4","2018","2018-09-30",0,0
"General Services Administration","General Activities","Office of Inspector General, General Services Administration","047-0108","4","2018","2018-09-30",64453507.22,19074431.51
"General Services Administration","General Activities","Operating Expenses, General Services Administration","047-0110","4","2018","2018-09-30",53197042.92,13920184.32
"General Services Administration","General Activities","Pre-Election Presidential Transition, General Services Administration","047-0603","4","2018","2018-09-30",0,5579829.28
"General Services Administration","General Activities","Small Escrow Amounts, General Services Administration","047-6501","4","2018","2018-09-30",0,0
"General Services Administration","General Activities","Withheld State and Local Taxes, General Services Administration","047-6275","4","2018","2018-09-30",0,0
"General Services Administration","General Activities","Working Capital Fund, General Services Administration","047-4540","4","2018","2018-09-30",692959649.79,95536300.96
"General Services Administration","Real Property Activities","Expenses, Disposal of Surplus Real and Related Personal Property, General Services Administration","047-5254","4","2018","2018-09-30",839553.43,4230669.79
