"Recipient","agency","subagency","product_or_service_code","product_or_service_description","obligation","parent","parent_name","icon"
"University of Utah","National Aeronautics and Space Administration","National Aeronautics and Space Administration","R405","SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS",16800,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Utah","Smithsonian Institution","Smithsonian Institution","R499","OTHER PROFESSIONAL SERVICES",14580,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Vermont","Department of Defense","Department of the Army","AN92","R&D- MEDICAL: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",35948.96,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Vermont","Department of Defense","Department of the Army","Q301","MEDICAL- LABORATORY TESTING",27523,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"University of Vermont","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",221338.43,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Vermont","Department of Health and Human Services","National Institutes of Health","R499","OTHER PROFESSIONAL SERVICES",84248,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Vermont","Department of the Interior","U.S. Geological Survey","B517","SPECIAL STUDIES/ANALYSIS- GEOLOGICAL",25686.25,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Vermont","Department of the Interior","U.S. Geological Survey","B529","SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA",4302,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Vermont","Department of the Interior","U.S. Geological Survey","R702","DATA COLLECTION SERVICES",9400,"R7","MANAGEMENT SUPPORT SERVICES","214-manager.svg"
"University of Vermont","Department of Veterans Affairs","Department of Veterans Affairs","Q504","MEDICAL- DERMATOLOGY",190231.6,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Vermont","Peace Corps","Peace Corps","U009","EDUCATION/TRAINING- GENERAL",25466,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of Commerce","National Oceanic and Atmospheric Administration","B529","SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA",18900,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Virginia","Department of Defense","Defense Advanced Research Projects Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",2589669,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Virginia","Department of Defense","Defense Logistics Agency","U009","EDUCATION/TRAINING- GENERAL",160890.82,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of Defense","Department of the Air Force","7630","NEWSPAPERS AND PERIODICALS",24266.4,"76","BOOKS, MAPS, & OTHER PUBLICATIONS","182-books.svg"
"University of Virginia","Department of Defense","Department of the Air Force","U099","OTHER ED & TRNG SVCS",11707,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of Defense","Department of the Army","AD11","R&D- DEFENSE OTHER: AMMUNITION (BASIC RESEARCH)",250000,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Virginia","Department of Defense","Department of the Army","AJ44","ENGINEERING (ENGINEERING)",486679,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"University of Virginia","Department of Defense","Department of the Army","Q301","MEDICAL- LABORATORY TESTING",17520,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"University of Virginia","Department of Defense","Department of the Army","R424","SUPPORT- PROFESSIONAL: EXPERT WITNESS",186000,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Virginia","Department of Defense","Department of the Army","R425","ENGINEERING AND TECHNICAL SERVICES",514847.64,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Virginia","Department of Defense","Department of the Army","U099","OTHER ED & TRNG SVCS",6200,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of Defense","Department of the Navy","AJ12","R&D-PHYSICAL SCIENCE-A RES/EXPL DEV",64999.86,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"University of Virginia","Department of Defense","Department of the Navy","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",87975,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Virginia","Department of Defense","Department of the Navy","D304","IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION",5921.64,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"University of Virginia","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",2619770.04,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of Defense","Department of the Navy","U009","EDUCATION/TRAINING- GENERAL",66500,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of Defense","Department of the Navy","U010","EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS",55840,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of Education","Department of Education","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",8900,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of Health and Human Services","Centers for Disease Control and Prevention","AJ11","PHYSICAL SCIENCES (BASIC)",550000,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"University of Virginia","Department of Health and Human Services","National Institutes of Health","R499","OTHER PROFESSIONAL SERVICES",9998.1,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Virginia","Department of Health and Human Services","National Institutes of Health","U010","EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS",47375,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of Homeland Security","Office of the Under Secretary for Science and Technology","AZ11","R&D-OTHER R & D-B RES",500000,"AZ","OTHER R&D","176-microscope.svg"
"University of Virginia","Department of Justice","Federal Bureau of Investigation","U099","OTHER ED & TRNG SVCS",159326,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Department of the Interior","U.S. Geological Survey","F103","ENVIRONMENTAL SYSTEMS PROTECTION- WATER QUALITY SUPPORT",13066,"F1","ENVIRONMENTAL SYSTEMS PROTECTION","035-world-in-your-hands.svg"
"University of Virginia","Department of Transportation","National Highway Traffic Safety Administration","AS21","R&D- MODAL TRANSPORTATION: SURFACE MOTOR VEHICLES (BASIC RESEARCH)",333487.76,"AS","TRANSPORTATION (MODAL) R&D","194-delivery-truck.svg"
"University of Virginia","Department of Transportation","National Highway Traffic Safety Administration","AT21","R&D- OTHER TRANSPORTATION: HUMAN FACTORS CONCERNING TRANSPORTATION (BASIC RESEARCH)",317703,"AT","TRANSPORTATION (OTHER) R&D","221-boat-from-front-view.svg"
"University of Virginia","Department of Transportation","National Highway Traffic Safety Administration","B599","OTHER SPECIAL STUDIES AND ANALYSES",700996,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Virginia","Department of Veterans Affairs","Department of Veterans Affairs","6515","MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",108979.15,"65","MEDICAL, DENTAL, VETERINARY EQUIPMENT","127-stethoscope.svg"
"University of Virginia","Department of Veterans Affairs","Department of Veterans Affairs","Q301","MEDICAL- LABORATORY TESTING",7714,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"University of Virginia","National Aeronautics and Space Administration","National Aeronautics and Space Administration","U099","OTHER ED & TRNG SVCS",60000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Virginia","Office of Personnel Management","Office of Personnel Management","V231","TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: LODGING, HOTEL/MOTEL",53000,"V2","TRAVEL, LODGING, & RECRUITMENT SERVICES","087-bed.svg"
"University of Virginia","Peace Corps","Peace Corps","U009","EDUCATION/TRAINING- GENERAL",22878,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Washington","Department of Agriculture","Agricultural Research Service","B599","OTHER SPECIAL STUDIES AND ANALYSES",9736.75,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Washington","Department of Agriculture","Forest Service","X1GZ","LEASE/RENTAL OF OTHER WAREHOUSE BUILDINGS",1918,"X1","LEASE & RENTAL OF BUILDINGS","013-buildings-group.svg"
"University of Washington","Department of Commerce","National Oceanic and Atmospheric Administration","B516","SPECIAL STUDIES/ANALYSIS- ANIMAL/FISHERIES",63732.13,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Washington","Department of Commerce","National Oceanic and Atmospheric Administration","B529","SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA",56431,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Washington","Department of Commerce","National Oceanic and Atmospheric Administration","F020","NATURAL RESOURCES/CONSERVATION- FISHERIES RESOURCES MANAGEMENT",17098.32,"F0","NATURAL RESOURCE CONSERVERVAT ION SERVICES","034-hand-holding-a-stalk.svg"
"University of Washington","Department of Commerce","National Oceanic and Atmospheric Administration","R499","OTHER PROFESSIONAL SERVICES",40000,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Washington","Department of Defense","Defense Advanced Research Projects Agency","AD91","OTHER DEFENSE (BASIC)",344062,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Washington","Department of Defense","Defense Advanced Research Projects Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",1298961,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Washington","Department of Defense","Defense Advanced Research Projects Agency","AZ13","R&D- OTHER RESEARCH AND DEVELOPMENT (ADVANCED DEVELOPMENT)",2113515,"AZ","OTHER R&D","176-microscope.svg"
"University of Washington","Department of Defense","Defense Threat Reduction Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",1518097.02,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Washington","Department of Defense","Department of the Army","AH91","R&D- ENVIRONMENTAL PROTECTION: OTHER (BASIC RESEARCH)",1061876.24,"AH","ENVIRONMENTAL PROTECTION R&D","034-hand-holding-a-stalk.svg"
"University of Washington","Department of Defense","Department of the Army","AJ96","R&D- GENERAL SCIENCE/TECHNOLOGY: OTHER (MANAGEMENT/SUPPORT)",75022,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"University of Washington","Department of Defense","Department of the Army","AN93","R&D- MEDICAL: OTHER (ADVANCED DEVELOPMENT)",1489562.55,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Washington","Department of Defense","Department of the Army","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",1199520,"AZ","OTHER R&D","176-microscope.svg"
"University of Washington","Department of Defense","Department of the Army","Q201","GENERAL HEALTH CARE SERVICES",70000,"Q2","GENERAL HEALTH CARE SERVICES","011-doctor.svg"
"University of Washington","Department of Defense","Department of the Army","Q301","MEDICAL- LABORATORY TESTING",145301.05,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"University of Washington","Department of Defense","Department of the Navy","AC33","DEFENSE SHIPS (ADVANCED)",1789230,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"University of Washington","Department of Defense","Department of the Navy","AD24","SERVICES (ENGINEERING)",7588724.16,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Washington","Department of Defense","Department of the Navy","AD25","R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT)",91812.01,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Washington","Department of Defense","Department of the Navy","AD91","OTHER DEFENSE (BASIC)",862471,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Washington","Department of Defense","Department of the Navy","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",2531783,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Washington","Department of Defense","Department of the Navy","AD93","R&D- DEFENSE OTHER: OTHER (ADVANCED DEVELOPMENT)",1198816.47,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Washington","Department of Defense","Department of the Navy","AH94","R&D-OTHER ENVIRONMENT-ENG DEV",67750,"AH","ENVIRONMENTAL PROTECTION R&D","034-hand-holding-a-stalk.svg"
"University of Washington","Department of Defense","Department of the Navy","R499","OTHER PROFESSIONAL SERVICES",750,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Washington","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",2136821.02,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Washington","Department of Defense","Department of the Navy","U009","EDUCATION/TRAINING- GENERAL",18000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Washington","Department of Defense","U.S. Army Corps of Engineers - Civil Program Financing Only","F099","OTHER NAT RES MGMT & CONSERV",8641.17,"F0","NATURAL RESOURCE CONSERVERVAT ION SERVICES","034-hand-holding-a-stalk.svg"
"University of Washington","Department of Defense","U.S. Army Corps of Engineers - Civil Program Financing Only","R499","OTHER PROFESSIONAL SERVICES",2947.25,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Washington","Department of Health and Human Services","Centers for Disease Control and Prevention","8820","LIVE ANIMALS, NOT RAISED FOR FOOD",414526.81,"88","LIVE ANIMALS","141-plain-dog.svg"
"University of Washington","Department of Health and Human Services","Centers for Disease Control and Prevention","AZ11","R&D-OTHER R & D-B RES",293200,"AZ","OTHER R&D","176-microscope.svg"
"University of Washington","Department of Health and Human Services","Centers for Disease Control and Prevention","AZ14","R&D-OTHER R & D-ENG DEV",116276.26,"AZ","OTHER R&D","176-microscope.svg"
"University of Washington","Department of Health and Human Services","Centers for Disease Control and Prevention","AZ16","R&D-OTHER R & D-MGMT SUP",1182527,"AZ","OTHER R&D","176-microscope.svg"
"University of Washington","Department of Health and Human Services","National Institutes of Health","6505","DRUGS AND BIOLOGICALS",10000,"65","MEDICAL, DENTAL, VETERINARY EQUIPMENT","127-stethoscope.svg"
"University of Washington","Department of Health and Human Services","National Institutes of Health","6640","LABORATORY EQUIPMENT AND SUPPLIES",35000,"66","INSTRUMENTS & LABORATORY EQUIPMENT","192-chemistry.svg"
"University of Washington","Department of Health and Human Services","National Institutes of Health","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",4337338.83,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Washington","Department of Health and Human Services","National Institutes of Health","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",6337558.49,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Washington","Department of Health and Human Services","National Institutes of Health","AN81","AIDS RESEARCH (BASIC)",2796093,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Washington","Department of Health and Human Services","National Institutes of Health","B599","OTHER SPECIAL STUDIES AND ANALYSES",3412545,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Washington","Department of Health and Human Services","National Institutes of Health","Q301","MEDICAL- LABORATORY TESTING",25032,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
