"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"US Agencies - Non-CFO Act","Appalachian Regional Commission",2663,"Appalachian Regional Development Programs, Appalachian Regional Commission",7019619.33,127335062.3
"US Agencies - Non-CFO Act","Barry Goldwater Scholarship and Excellence in Education Foundation",2670,"Trust Fund, the Barry Goldwater Scholarship and Excellence in Education Fund",188176.77,29914610.04
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2807,"International Broadcasting Operations, Broadcasting Board of Governors",147372797.2,125282227.1
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2808,"Broadcasting to Cuba, Broadcasting Board of Governors",0,28143.75
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2815,"Miscellaneous Trust Fund, Broadcasting Board of Governors",0,293174.07
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2806,"Broadcasting Capital Improvements, Broadcasting Board of Governors",694811.52,10506674.06
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2809,"Buying Power Maintenance, Broadcasting Board of Governors",0,6642103
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2814,"Foreign Service National Separation Liability Trust Fund, Broadcasting Board of Governors",64415.3,6310036.79
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection",2838,"Bureau of Consumer Financial Protection Fund, Bureau of Consumer Financial Protection",165696591.2,231906591.2
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection",2839,"Consumer Financial Civil Penalty Fund, Bureau of Consumer Financial Protection",730473.52,221108865.9
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board",2796,"Salaries and Expenses, Chemical Safety and Hazard Investigation Board",2302333.87,1996656.43
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board",2797,"Emergency Fund, Chemical Safety and Hazard Investigation Board",0,844145
"US Agencies - Non-CFO Act","Commission on Civil Rights",2678,"Salaries and Expenses, Commission on Civil Rights",2086005.72,797228.29
"US Agencies - Non-CFO Act","Committee for Purchase from People who are Blind or Severely Disabled",2680,"Salaries and Expenses, Committee for Purchase from People Who Are Blind or Severely Disabled",1811980.24,1043924.35
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",2681,"Expenses, Commodity Futures Trading Commission",49157954.38,36769841.77
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",2682,"Expenses, Commodity Futures Trading Commission, Unliquidating Deficiency",0,-166623820.9
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",2683,"Commodity Futures Trading Commission Customer Protection Fund, Commodity Futures Trading Commission",872925.15,236030613.6
"US Agencies - Non-CFO Act","Consumer Product Safety Commission",1564,"Salaries and Expenses, Consumer Product Safety Commission",26168161.76,14055538.06
"US Agencies - Non-CFO Act","Consumer Product Safety Commission",1565,"Gifts and Donations, Consumer Product Safety Commission",0,18953.01
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2784,"Operating Expenses, Corporation for National and Community Service",50291517.44,312586421.7
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2783,"Payment to the National Service Trust, Corporation for National and Community Service",0,46715887
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2780,"Office of Inspector General, Corporation for National and Community Service",1239361.98,3288527.67
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2781,"Salaries and Expenses, Corporation for National and Community Service",16892941.67,10252343.19
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2782,"Vista Advance Payment Revolving Fund, Corporation for National and Community Service",2645212.19,10568832.97
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2789,"Gifts and Contributions, Corporation for National and Community Service",81887.53,969097.72
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2788,"National Service Trust, Corporation for National and Community Service",6873040.19,208552657.7
"US Agencies - Non-CFO Act","Corporation for Public Broadcasting",1092,"Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury",451363830,8737912
"US Agencies - Non-CFO Act","Council of the Inspectors General on Integrity and Efficiency",2829,"Inspectors General Council Fund, Council of the Inspectors General on Integrity and Efficiency",4588669.65,10608888.84
"US Agencies - Non-CFO Act","Court Services and Offender Supervision Agency for the District of Columbia",2799,"Salaries and Expenses, Federal Payment to the Court Services and Offender Supervision Agency for the District of Columbia",47317075.67,44871644.73
"US Agencies - Non-CFO Act","Defense Nuclear Facilities Safety Board",2692,"Salaries and Expenses, Defense Nuclear Facilities Safety Board",6207414.21,11464444.98
"US Agencies - Non-CFO Act","Delta Regional Authority",2816,"Salaries and Expenses, Delta Regional Authority",6313956.49,8914096.49
"US Agencies - Non-CFO Act","Denali Commission",2802,"Expenses, Denali Commission",3623559.31,27392365.43
"US Agencies - Non-CFO Act","Denali Commission",2805,"Denali Commission Trust Fund",54671.41,4262869.62
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia Courts",1235,"District of Columbia Judicial Retirement and Survivor's Annuity Fund, Treasury",3205474.27,14126529.84
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1131,"Federal Payment for Resident Tuition Support, Treasury",0,12081394
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1143,"Federal Payment for School Improvement, Treasury",0,13591567
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1144,"Federal Payment to the Criminal Justice Coordinating Council, Treasury",0,604069
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1126,"Federal Payment for the District of Columbia National Guard, Treasury",0,135914
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1146,"Federal Payment for Judicial Commissions, Treasury",0,176689
"US Agencies - Non-CFO Act","District of Columbia, District of Columbia General and Special Payments",1147,"Federal Payment for Testing and Treatment of HIV/AIDS, Treasury",0,1510173
